tahun,provinsi,kabupaten_kota,timbulan_harian_ton,timbulan_tahunan_ton,pengurangan_ton,pct_pengurangan,penanganan_ton,pct_penanganan,terkelola_ton,pct_terkelola,daur_ulang_ton,bahan_baku_ton,recycling_rate,periode,komposisi_makanan_pct,komposisi_kayu_pct,komposisi_kertas_pct,komposisi_plastik_pct,komposisi_logam_pct,komposisi_kain_pct,komposisi_karet_pct,komposisi_kaca_pct,komposisi_lainnya_pct,gap_tidak_tertangani_ton,kategori_pengelolaan
2023,Sulawesi Tenggara,Kab. Buton,41.44,15125.75,0,0,0,0,0,0,0,0,0,P 2,10,10,2,50,5,2,3,1,17,15125.6,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Konawe Selatan,161.47,58937.65,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,58936.55,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Wakatobi,82.34,30054.47,0,0,7.3,0.02,7.3,0.02,0,7.3,0.02,P 2,43,8,9,27,4,3,1,2,3,30046.8,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Kolaka Utara,56.46,20608.05,35.9,0.17,6144.84,29.82,6180.74,29.99,0,2494.84,12.11,P 2,,,,,,,,,,14427.16,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Konawe Utara,28.13,10265.84,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,10267.45,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Kolaka Timur,56.58,20651.85,0,0,883.67,4.28,883.67,4.28,0,883.67,4.28,P 2,30,15,9,25,1,5,10,2,3,19768.03,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Muna Barat,35.71,13035.61,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,13034.15,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Buton Tengah,60.14,21952.01,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,21951.1,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kab. Buton Selatan,23.36,8527.64,0,0,0,0,0,0,0,0,0,P 2,65.83,3.36,4.52,12.48,1.44,3.79,1.95,1.89,4.74,8526.4,Sangat Kurang (<30%)
2023,Sulawesi Tenggara,Kota Kendari,242.25,88420.76,0,0,77382.78,87.52,77382.78,87.52,0,4382.78,4.96,P 2,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.4,11038.47,Baik (>80%)
2023,Sulawesi Tenggara,Kota Bau Bau,90,32850,1.33,0,3559.12,10.83,3560.45,10.84,0,3559.12,10.83,P 2,0.3,0.51,2.83,3.95,2.47,,,,79,29289.55,Sangat Kurang (<30%)
2023,Gorontalo,Kab. Gorontalo,159.52,58224.95,0,0,0,0,0,0,0,0,0,P 2,39.5,3.2,12.3,4.7,2.1,1.2,,0.9,36.1,58224.8,Sangat Kurang (<30%)
2023,Gorontalo,Kab. Bone Bolango,54.85,20018.79,229.21,1.14,497.13,2.48,726.34,3.63,0,497.13,2.48,P 2,38.5,13.2,13.22,17.92,3.24,,7.3,,6.62,19293.91,Sangat Kurang (<30%)
2023,Gorontalo,Kab. Pohuwato,59.97,21888.32,172.28,0.79,5922.7,27.06,6094.98,27.85,0,2776.04,12.68,P 2,34.1,14.3,10.2,35.9,,,,1.2,4.3,15794.07,Sangat Kurang (<30%)
2023,Gorontalo,Kota Gorontalo,142.24,51918.88,277.34,0.53,11366.84,21.89,11644.18,22.43,255.5,11366.84,22.39,P 2,15,21,12,35,2,3,5,7,,40273.42,Sangat Kurang (<30%)
2023,Sulawesi Barat,Kab. Mamuju,142.81,52124.92,0,0,2403.07,4.61,2403.07,4.61,0,2403.07,4.61,P 2,,,,,,,,,,49722.58,Sangat Kurang (<30%)
2023,Sulawesi Barat,Kab. Majene,70.96,25898.94,7.2,0.03,739.43,2.86,746.63,2.88,0,739.43,2.86,P 2,,,,,,,,,,25153.77,Sangat Kurang (<30%)
2023,Sulawesi Barat,Kab. Mamuju Tengah,56.01,20444.09,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,20443.65,Sangat Kurang (<30%)
2023,Maluku,Kab. Maluku Tengah,151.21,55191.9,0,0,20.2,0.04,20.2,0.04,0,20.2,0.04,P 2,67.39,10.64,4.1,12.69,0.6,1.5,1.5,0.5,1.35,55171.45,Sangat Kurang (<30%)
2023,Maluku,Kab. Maluku Tenggara,49.99,18245.33,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,18246.35,Sangat Kurang (<30%)
2023,Maluku,Kab. Kepulauan Tanimbar,52.55,19179.73,0,0,0,0,0,0,0,0,0,P 2,20,65,50,100,5,60,85,25,30,19180.75,Sangat Kurang (<30%)
2023,Maluku,Kab. Buru,60.03,21909.36,0,0,2.19,0.01,2.19,0.01,0,2.19,0.01,P 2,33.51,15.45,15.4,29.74,0.4,0.5,,0.3,4.7,21908.76,Sangat Kurang (<30%)
2023,Maluku,Kab. Seram Bagian Barat,85.99,31386.93,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,31386.35,Sangat Kurang (<30%)
2023,Maluku,Kab. Kepulauan Aru,43.53,15889.76,0,0,163.16,1.03,163.16,1.03,0,163.16,1.03,P 2,,,,,,,,,,15725.29,Sangat Kurang (<30%)
2023,Maluku,Kota Ambon,246.74,90061.2,0,0,580.22,0.64,580.22,0.64,0,580.22,0.64,P 2,39,9,12,16,7,4,3,5,5,89479.88,Sangat Kurang (<30%)
2023,Maluku,Kota Tual,59.88,21857.51,0.84,0,0,0,0.84,0,0,0,0,P 2,,,,,,,,,,21855.36,Sangat Kurang (<30%)
2023,Maluku Utara,Kab. Halmahera Tengah,48.49,17698.3,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,17698.85,Sangat Kurang (<30%)
2023,Maluku Utara,Kab. Halmahera Selatan,102.15,37286.06,0,0,20853.9,55.93,20853.9,55.93,0,4,0.01,P 2,,,,,,,,,,16430.85,Kurang (30-60%)
2023,Maluku Utara,Kab. Kepulauan Sula,50.2,18321.36,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,18323,Sangat Kurang (<30%)
2023,Maluku Utara,Kab. Halmahera Timur,53.84,19652.42,0,0,3.65,0.02,3.65,0.02,0,3.65,0.02,P 2,,,,,,,,,,19647.95,Sangat Kurang (<30%)
2023,Maluku Utara,Kab. Pulau Morotai,32.74,11951.56,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,11950.1,Sangat Kurang (<30%)
2023,Maluku Utara,Kab. Pulau Taliabu,32.6,11900.46,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,11899,Sangat Kurang (<30%)
2023,Maluku Utara,Kota Tidore Kepulauan,47.45,17317.5,0,0,12815.15,74,12815.15,74,0,1726.45,9.97,P 2,,,,,,,,,,4504.1,Cukup (60-80%)
2023,Papua,Kab. Jayapura,101.28,36967.38,0.2,0,2810.5,7.6,2810.7,7.6,0,2810.5,7.6,P 2,40,0.22,20,33,0,0.3,0.02,2,4,34156.5,Sangat Kurang (<30%)
2023,Papua,Kab. Kepulauan Yapen,46.44,16951.62,0,0,183.16,1.08,183.16,1.08,0,183.16,1.08,P 2,,,,,,,,,,16767.44,Sangat Kurang (<30%)
2023,Papua,Kab. Biak Numfor,58.72,21434.55,1945.86,9.08,1979.33,9.23,3925.19,18.31,1943.63,1687.33,16.94,P 2,13,8,7.5,15,25,6.5,9.5,10,5.5,17507.61,Sangat Kurang (<30%)
2023,Papua,Kab. Sarmi,16.84,6146.6,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,6146.6,Sangat Kurang (<30%)
2023,Papua,Kab. Keerom,26.56,9694.55,1.83,0.02,2529.45,26.09,2531.28,26.11,1.83,0,0.02,P 2,10,7,10,40,5,10,13,5,,7163.12,Sangat Kurang (<30%)
2023,Papua,Kota Jayapura,241.87,88282.84,0.06,0,3163.52,3.58,3163.58,3.58,0,3163.52,3.58,P 2,56,10.5,4.9,11.79,4.29,3.04,2.09,1.45,5.94,85118.97,Sangat Kurang (<30%)
2023,Papua Barat,Kab. Manokwari,180.41,65849.34,0,0,365,0.55,365,0.55,0,365,0.55,P 2,44,,11,26,,,,,19,65484.65,Sangat Kurang (<30%)
2023,Papua Barat,Kab. Fak Fak,35.55,12976.48,0,0,67.6,0.52,67.6,0.52,0,67.6,0.52,P 2,,,,,,,,,,12908.15,Sangat Kurang (<30%)
2023,Papua Barat,Kab. Teluk Wondama,17.5,6386.92,3.29,0.05,328.5,5.14,331.79,5.19,3.29,328.5,5.19,P 2,15,,15,26,,,,,44,6055.71,Sangat Kurang (<30%)
2023,Papua Barat,Kab. Kaimana,25.71,9382.69,3.66,0.04,250.03,2.66,253.69,2.7,3.65,250.03,2.7,P 2,15,15,15,25,10,5,5,5,5,9130.46,Sangat Kurang (<30%)
2023,Papua Selatan,Kab. Boven Digoel,26.08,9518.18,0,0,121.62,1.28,121.62,1.28,0,121.62,1.28,P 2,5,5,25,25,5,5,10,5,15,9397.58,Sangat Kurang (<30%)
2023,Papua Selatan,Kab. Asmat,46.48,16965.2,153.3,0.9,0,0,153.3,0.9,153.3,0,0.9,P 2,20,11.8,15,40,4,2.4,3,1.8,2,16811.9,Sangat Kurang (<30%)
2023,Papua Tengah,Kab. Mimika,156.51,57125.42,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,57126.15,Sangat Kurang (<30%)
2023,Papua Tengah,Kab. Dogiyai,47.13,17201.43,0,0,0,0,0,0,0,0,0,P 2,10,60,3,15,5,1,0.2,0.2,0.1,17202.45,Sangat Kurang (<30%)
2023,Papua Pegunungan,Kab. Jayawijaya,113,41244.56,54.75,0.13,3.29,0.01,58.04,0.14,54.75,3.29,0.14,P 2,22,10,10,25,7,10,3,10,3,41186.96,Sangat Kurang (<30%)
2023,Papua Barat Daya,Kab. Sorong,50.38,18388.55,67.46,0.37,1303.04,7.09,1370.5,7.45,62.23,1303.04,7.42,P 2,,,,,,,,,,17018.2,Sangat Kurang (<30%)
2023,Papua Barat Daya,Kab. Sorong Selatan,20.78,7586.31,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,7584.7,Sangat Kurang (<30%)
2023,Papua Barat Daya,Kab. Raja Ampat,27.11,9893.4,0,0,25.66,0.26,25.66,0.26,0,25.66,0.26,P 2,10,20,20,25,8,7,3,2,5,9869.49,Sangat Kurang (<30%)
2023,Papua Barat Daya,Kota Sorong,147.49,53833.49,0,0,0,0,0,0,0,0,0,P 2,15,25,10,30,5,5,1,5,4,53833.85,Sangat Kurang (<30%)
2022,Aceh,Kab. Aceh Selatan,96.49,35217.68,45.36,0.13,12775,36.27,12820.36,36.4,0,,0,P 2,,,,,,,,,,22398.49,Kurang (30-60%)
2022,Aceh,Kab. Aceh Tenggara,91.32,33332.97,0,0,10406.88,31.22,10406.88,31.22,,,0,P 2,41,11,2,18,2,5,17,4,,22924.92,Kurang (30-60%)
2022,Aceh,Kab. Aceh Timur,173.14,63195.95,3610.21,5.71,17550.61,27.77,21160.82,33.48,857.75,,1.36,P 2,37,14,5,26,5,3,2,4,4,42035.28,Kurang (30-60%)
2022,Aceh,Kab. Aceh Barat,101.43,37021.59,5663.02,15.3,26354.46,71.19,32017.48,86.48,1423.5,,3.85,P 2,41.8,13.3,10.7,18.2,3.1,2.6,1.8,2,6.5,5004.47,Baik (>80%)
2022,Aceh,Kab. Pidie,177.8,64897.73,8533.1,13.15,24087.37,37.12,32620.47,50.26,8533.1,,13.15,P 2,8.5,7.5,19.3,35.7,4,1,3,2,19,32276.53,Kurang (30-60%)
2022,Aceh,Kab. Simeulue,44.61,16280.89,989.7,6.08,6142.95,37.73,7132.65,43.81,989.7,,6.08,P 2,5.18,13.05,11.93,35.73,16.88,6.65,5.55,2.03,3,9150,Kurang (30-60%)
2022,Aceh,Kab. Aceh Singkil,52.77,19261.34,180.31,0.94,1686.3,8.75,1866.61,9.69,180.31,,0.94,P 2,30,10,15,22,2,5,3,2,11,17394.44,Sangat Kurang (<30%)
2022,Aceh,Kab. Aceh Barat Daya,77.67,28348.09,3083.48,10.88,5475,19.31,8558.48,30.19,1164.35,,4.11,P 2,32.5,11,20,12,11,1.5,3,4,5,19791.07,Kurang (30-60%)
2022,Aceh,Kab. Gayo Lues,41.06,14986.02,1124.84,7.51,8559.25,57.11,9684.09,64.62,1095,,7.31,P 2,35,23,5,25,,,,2,10,5302.81,Cukup (60-80%)
2022,Aceh,Kab. Aceh Jaya,47.21,17231.29,19.91,0.12,11439.1,66.39,11459.01,66.5,19.91,,0.12,P 2,65,1,11,14,3.5,1,1,2.5,1,5772.64,Cukup (60-80%)
2022,Aceh,Kab. Nagan Raya,69.36,25315.38,1949.91,7.7,10895.25,43.04,12845.16,50.74,1638.49,,6.47,P 2,38,14,11,20,1,1,2,1,12,12471.24,Kurang (30-60%)
2022,Aceh,Kab. Aceh Tamiang,120.72,44062.8,0,0,20075,45.56,20075,45.56,,,0,P 2,35,15,15,30,1,1,1,1,1,23987.8,Kurang (30-60%)
2022,Aceh,Kab. Bener Meriah,65.99,24084.74,16.37,0.07,9395.1,39.01,9411.47,39.08,14.6,,0.06,P 2,21,25,19,18,3,3,3,3,5,14674.88,Kurang (30-60%)
2022,Aceh,Kab. Pidie Jaya,79.53,29029.44,3116.74,10.74,4015,13.83,7131.74,24.57,,,0,P 2,19,26.3,13,26,2.5,3.5,3.7,3.5,2.5,21896.71,Sangat Kurang (<30%)
2022,Aceh,Kota Banda Aceh,252.21,92055.88,14268.97,15.5,75921.78,82.47,90190.75,97.97,14145.16,,15.37,P 2,32.4,20.6,3,4.8,4.6,6.8,13.2,4.75,9.85,1865.9,Baik (>80%)
2022,Aceh,Kota Sabang,17.28,6308.37,26.28,0.42,5971.4,94.66,5997.68,95.07,,,0,P 2,26.5,16.6,10.5,22.6,6.1,4.3,4.3,3.7,5.4,309.52,Baik (>80%)
2022,Aceh,Kota Langsa,94.44,34470.24,4679.47,13.58,25087.91,72.78,29767.38,86.36,428.74,4.02,1.26,P 2,19,20,8,12,14,10,7,8,2,4703.22,Baik (>80%)
2022,Aceh,Kota Subulussalam,37.07,13529.97,0,0,9125,67.44,9125,67.44,,,0,P 2,28,15,10,18,2,7,8,2,10,4405.55,Cukup (60-80%)
2022,Sumatera Utara,Kab. Tapanuli Tengah,184.65,67397.25,8182.83,12.14,13249.5,19.66,21432.33,31.8,6662.61,,9.89,P 2,54.6,0.01,11.39,13.15,0.37,3.28,0.84,1.59,14.77,45964.92,Kurang (30-60%)
2022,Sumatera Utara,Kab. Nias,58.28,21272.35,0,0,2756.82,12.96,2756.82,12.96,,,0,P 2,,,,,,,,,,18515.38,Sangat Kurang (<30%)
2022,Sumatera Utara,Kab. Langkat,521.44,190323.78,2692.62,1.41,30485.9,16.02,33178.51,17.43,2692.62,190.9,1.52,P 2,38,30,24,7,0.2,0.2,0.1,,,157147.09,Sangat Kurang (<30%)
2022,Sumatera Utara,Kab. Deli Serdang,1126.61,411211.01,89943.94,21.87,167962.05,40.85,257905.99,62.72,81986.34,62.05,19.95,P 2,20.5,24,13.8,20.2,6,5,3,2,5.5,153306.66,Cukup (60-80%)
2022,Sumatera Utara,Kab. Simalungun,510.81,186444.74,443.51,0.24,45274.6,24.28,45718.11,24.52,7.3,14.6,0.01,P 2,5.5,1.93,15.44,20.46,0.37,7.7,4.5,8.6,35.5,140727.54,Sangat Kurang (<30%)
2022,Sumatera Utara,Kab. Asahan,472.78,172564.99,40106,23.24,24820,14.38,64926,37.62,0,0,0,P 2,,,,,,,,,,107638.7,Kurang (30-60%)
2022,Sumatera Utara,Kab. Labuhanbatu,356.18,130004.53,0,0,19272,14.82,19272,14.82,,,0,P 2,27,30,5,20,5,3,4,3,3,110733.7,Sangat Kurang (<30%)
2022,Sumatera Utara,Kab. Toba,109.93,40123.08,4405.66,10.98,14092.65,35.12,18498.31,46.1,279.39,,0.7,P 2,23.12,13.44,5.12,13.37,2.38,4.58,10.24,6.46,21.29,21626.14,Kurang (30-60%)
2022,Sumatera Utara,Kab. Humbang Hasundutan,59.33,21653.73,1537.43,7.1,12559.65,58,14097.08,65.1,807.43,624.15,6.61,P 2,12,55,10,13,3,1,0.2,0.8,5,7558.37,Cukup (60-80%)
2022,Sumatera Utara,Kota Medan,1722.6,628749.22,60482.22,9.62,457776.43,72.81,518258.65,82.43,58776.22,,9.35,P 2,,,,,,,,,,110490.35,Baik (>80%)
2022,Sumatera Utara,Kota Pematangsiantar,241.43,88121.44,20250.6,22.98,63794.7,72.39,84045.3,95.37,15342.15,,17.41,P 2,45,6,12,10,5,3,4,4,11,4076.65,Baik (>80%)
2022,Sumatera Utara,Kota Tebing Tinggi,124.63,45488.2,8254.31,18.15,30977.55,68.1,39231.86,86.25,7950.3,,17.48,P 2,62.7,1.73,11.43,16.65,0.73,2.6,0.71,1.83,1.62,6258.09,Baik (>80%)
2022,Sumatera Utara,Kota Padangsidimpuan,161.82,59065.98,6679.5,11.31,38325,64.89,45004.5,76.19,6679.5,,11.31,P 2,49.93,7.58,13.56,12.71,0.38,3.29,1.13,2.17,9.25,14059.8,Cukup (60-80%)
2022,Sumatera Barat,Kab. Pesisir Selatan,152.89,55803.17,10037.52,17.99,12994,23.29,23031.52,41.27,6833.92,219,12.64,P 2,20.4,19.6,23,19,16,0.42,1.58,,,32773.33,Kurang (30-60%)
2022,Sumatera Barat,Kab. Solok,157.69,57558.6,7000.89,12.16,6253.91,10.87,13254.8,23.03,6981.05,,12.13,P 2,29,20,12,22,2,2,2,2,9,44302.05,Sangat Kurang (<30%)
2022,Sumatera Barat,Kab. Sijunjung,97.3,35513.89,7308.77,20.58,7365.7,20.74,14674.47,41.32,7287.65,65.7,20.71,P 2,20.8,38.12,16.48,20,3.9,0.4,0.3,,,20840.03,Kurang (30-60%)
2022,Sumatera Barat,Kab. Tanah Datar,128.92,47057.29,8392.81,17.84,17054.44,36.24,25447.25,54.08,8142.86,584.55,18.55,P 2,69.34,,8.63,6,2.24,1.57,,3.33,8.89,21608.55,Kurang (30-60%)
2022,Sumatera Barat,Kab. Padang Pariaman,218.06,79593.54,4.59,0.01,5058.9,6.36,5063.49,6.36,0.9,,0,P 2,31.82,,12.78,43.77,0.21,0.78,2.07,0.54,8.03,74528.41,Sangat Kurang (<30%)
2022,Sumatera Barat,Kab. Agam,213.68,77993.64,9604.82,12.31,21452.48,27.51,31057.3,39.82,9595.58,,12.3,P 2,70,4.02,6,8,2,0.28,0.1,0.6,9,46935.9,Kurang (30-60%)
2022,Sumatera Barat,Kab. Lima Puluh Kota,153.3,55954.79,11697.77,20.91,7665,13.7,19362.77,34.6,10629.05,,19,P 2,,,,,,,,,,36591.73,Kurang (30-60%)
2022,Sumatera Barat,Kab. Pasaman,121.24,44253.04,10974.72,24.8,15497.9,35.02,26472.62,59.82,2387.96,,5.4,P 2,66.28,2.1,11.41,11.25,2.93,1.41,1.36,1.86,1.4,17779.98,Kurang (30-60%)
2022,Sumatera Barat,Kab. Dharmasraya,183.04,66809.89,5709.93,15.09,30130.75,79.65,35840.69,94.74,1797.22,,4.75,P 2,49,7,6,36,1,1,,,,30968.91,Baik (>80%)
2022,Sumatera Barat,Kab. Solok Selatan,73.94,26988.68,7248.64,26.86,4394.6,16.28,11643.24,43.14,7227,,26.78,P 2,34.25,0.78,16.35,25.69,0.13,0.59,0.55,2.41,19.25,15344.86,Kurang (30-60%)
2022,Sumatera Barat,Kab. Pasaman Barat,175,63876.75,3588.44,5.62,18067.5,28.28,21655.94,33.9,3431.49,,5.37,P 2,40,10,15,20,5,,,5,5,42219.06,Kurang (30-60%)
2022,Sumatera Barat,Kota Padang,643.76,234973.13,49826.51,21.21,170473.25,72.55,220299.76,93.76,24352.67,18.25,10.37,P 2,62.8,6.84,5.7,12.4,0.19,3.3,1.5,2.4,4.87,14672.64,Baik (>80%)
2022,Sumatera Barat,Kota Solok,54.27,19810.19,3482.29,17.58,16296.2,82.26,19778.49,99.84,3333.53,18.2,16.92,P 2,45.7,10.02,11.1,23.2,0.84,0.6,0.21,1.1,7.23,30.06,Baik (>80%)
2022,Sumatera Barat,Kota Sawahlunto,18.86,6882.56,1701.03,24.72,5069.85,73.66,6770.88,98.38,1392.58,29.2,20.66,P 2,46,10,11,14,3,5,4,5,2,113.02,Baik (>80%)
2022,Sumatera Barat,Kota Padang Panjang,48.95,17865.14,2709.47,15.17,14778.12,82.72,17487.59,97.89,530.03,,2.97,P 2,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83,379.16,Baik (>80%)
2022,Sumatera Barat,Kota Bukittinggi,125.23,45707.54,3241.35,7.09,40720,89.09,43961.34,96.18,1761.51,2482,9.28,P 2,61.12,1.14,16.5,18.72,0.46,0.89,,0.5,0.67,1747.61,Baik (>80%)
2022,Sumatera Barat,Kota Payakumbuh,100.3,36608.81,5772.06,15.77,30678.24,83.8,36450.3,99.57,5362.79,62.04,14.82,P 2,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34,159.2,Baik (>80%)
2022,Sumatera Barat,Kota Pariaman,38.26,13963.44,1837.23,13.16,9855,70.58,11692.23,83.73,1837.23,,13.16,P 2,54.18,10.95,14.56,13.77,1.66,0.91,0.65,1.61,1.71,2272.67,Baik (>80%)
2022,Riau,Kab. Indragiri Hulu,181.3,66173.19,879.21,1.33,8030,12.13,8909.21,13.46,4.2,,0.01,P 2,20,10,10,20,5,5,5,5,20,57265.29,Sangat Kurang (<30%)
2022,Riau,Kab. Rokan Hulu,363.33,132613.76,25055.16,18.89,21640.85,16.32,46696.01,35.21,6821.22,,5.14,P 2,30.5,6,8.8,20.2,0.7,3.9,1.2,1.3,27.4,85919.44,Kurang (30-60%)
2022,Riau,Kab. Rokan Hilir,333.1,121580.59,2535.89,2.09,18315.7,15.06,20851.59,17.15,2311.35,730,2.5,P 2,14,22,15,32,3,4,2,2,6,100729.91,Sangat Kurang (<30%)
2022,Riau,Kab. Siak,186.67,68135.72,7348.88,10.79,41990.27,61.63,49339.16,72.41,4677.16,59.08,6.95,P 2,39,15,10,26,1,2,2,3,2,18795.39,Cukup (60-80%)
2022,Riau,Kab. Kuantan Singingi,139.18,50800.55,2792.1,5.5,8030,15.81,10822.1,21.3,2677.18,,5.27,P 2,,,,,,,,,,39978.6,Sangat Kurang (<30%)
2022,Riau,Kota Pekanbaru,976.72,356503.31,21876.37,6.14,243954.15,68.43,265830.52,74.57,21343.89,652.45,6.17,P 2,59,3,12,10,2,1,1,1,11,90672.28,Cukup (60-80%)
2022,Riau,Kota Dumai,165.92,60559.34,154500.46,255.12,40880,67.5,195380.46,322.63,152414.38,,251.68,P 2,48.97,7.5,5.3,8.95,2.27,3.72,2.5,2.79,18,-134819.66,
2022,Jambi,Kab. Merangin,202.13,73778.36,17474.99,23.69,35828.4,48.56,53303.39,72.25,5811.24,20604.25,35.8,P 2,20,15,4.5,31.5,20,4,3,2,,20474.06,Cukup (60-80%)
2022,Jambi,Kab. Sarolangun,117.44,42865.6,3113.34,7.26,11687.05,27.26,14800.39,34.53,811.4,,1.89,P 2,61.2,1.79,11.2,23.39,0.07,0.7,0.14,0.26,1.25,28065.21,Kurang (30-60%)
2022,Jambi,Kab. Bungo,158.51,57857.03,12978.64,22.43,29084.07,50.27,42062.71,72.7,9884.88,7585.57,30.2,P 2,60.5,4.1,14.1,5.9,1.8,1.5,5.15,1,5.95,15793.44,Cukup (60-80%)
2022,Jambi,Kota Jambi,437.5,159688.01,35843.83,22.45,119721.46,74.97,155565.29,97.42,11417.2,,7.15,P 2,16.11,23.84,7.38,44.07,0.89,0.57,1.23,0.3,5.61,4122.21,Baik (>80%)
2022,Jambi,Kota Sungai Penuh,50.12,18295.44,3998.7,21.86,13140,71.82,17138.7,93.68,3195.7,,17.47,P 2,24,,18,20,15,9,11,,3,1155.1,Baik (>80%)
2022,Sumatera Selatan,Kab. Ogan Komering Ulu,152.21,55556.5,12261.95,22.07,20805,37.45,33066.95,59.52,11408.6,,20.54,P 2,35,25,10,15,7,3,2,3,,22489.7,Kurang (30-60%)
2022,Sumatera Selatan,Kab. Muara Enim,232.61,84901.04,20211.88,23.81,29747.5,35.04,49959.38,58.84,20201.77,,23.79,P 2,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,34943.27,Kurang (30-60%)
2022,Sumatera Selatan,Kab. Lahat,269.61,98406.85,8172.63,8.3,24312.37,24.71,32485.01,33.01,8172.63,32.94,8.34,P 2,60,10.1,2,14,1.74,5.5,0.26,0.9,5.5,65922.64,Kurang (30-60%)
2022,Sumatera Selatan,Kab. Musi Rawas,255.5,93259.27,4402.73,4.72,4197.5,4.5,8600.23,9.22,20.66,,0.02,P 2,,,,,,,,,,84657.27,Sangat Kurang (<30%)
2022,Sumatera Selatan,Kab. Musi Banyuasin,257.93,94145.47,22583.13,23.99,18808.45,19.98,41391.58,43.97,17039.88,,18.1,P 2,,,,,,,,,,52752.87,Kurang (30-60%)
2022,Sumatera Selatan,Kab. Banyuasin,578.73,211235.9,10536.4,4.99,65700,31.1,76236.4,36.09,572.32,,0.27,P 2,39.15,8.53,16,13.28,0.98,1.57,1.99,1.4,17.1,135000.05,Kurang (30-60%)
2022,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,282.14,102981.68,8786.97,8.53,41245,40.05,50031.97,48.58,1777.58,,1.73,P 2,12,9,22,27,3,5,3,2,17,52949.13,Kurang (30-60%)
2022,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,102.24,37316.32,4119.45,11.04,10788.71,28.91,14908.15,39.95,6.54,,0.02,P 2,60.3,5.6,10.28,17.2,4.55,0.55,0.15,0.42,0.95,22409.45,Kurang (30-60%)
2022,Sumatera Selatan,Kota Palembang,1204.97,439815.66,93265.82,21.21,332185.31,75.53,425451.13,96.73,66530.92,,15.13,P 2,53,5.5,14,17,1.5,3,4,1,1,14362.92,Baik (>80%)
2022,Sumatera Selatan,Kota Prabumulih,98.41,35918.19,9246.94,25.74,22995,64.02,32241.94,89.76,8524.26,,23.73,P 2,50.56,9.8,6.02,26.6,1.84,1.8,0.6,1.8,0.98,3677.71,Baik (>80%)
2022,Bengkulu,Kab. Bengkulu Utara,189.61,69207.72,16955.22,24.5,15643.9,22.6,32599.12,47.1,3334.27,496.4,5.54,P 2,31.6,37.5,7.4,6.3,5.1,0.8,2.9,2.5,5.9,36608.53,Kurang (30-60%)
2022,Bengkulu,Kab. Seluma,105.25,38417.16,0,0,1551.25,4.04,1551.25,4.04,0,,0,P 2,59,7,9,9,10,1,1,1,3,36865,Sangat Kurang (<30%)
2022,Bengkulu,Kab. Lebong,80.57,29409.84,4375.68,14.88,6570,22.34,10945.68,37.22,0,,0,P 2,64.45,8.57,8.56,12.86,0.2,0.89,1.6,0.07,2.8,18462.37,Kurang (30-60%)
2022,Lampung,Kab. Tanggamus,365.62,133452.35,3938.19,2.95,10298.84,7.72,14237.03,10.67,3705.07,,2.78,P 2,31,24.37,13.22,21,0.44,0.65,0.14,1.72,7.36,119214.27,Sangat Kurang (<30%)
2022,Lampung,Kab. Way Kanan,192.02,70086.13,2261.12,3.23,6323.02,9.02,8584.15,12.25,560.84,249.42,1.16,P 2,61,19,4,8,4,1,2,1,,61503.15,Sangat Kurang (<30%)
2022,Lampung,Kab. Pringsewu,162.73,59396.16,5159.54,8.69,15160.72,25.52,20320.27,34.21,4898.8,501.96,9.09,P 2,50,15,5,20,1,0.25,0.25,0.25,8.25,39076.18,Kurang (30-60%)
2022,Lampung,Kab. Tulang Bawang Barat,114.49,41787.68,7288.21,17.44,13140,31.44,20428.21,48.89,1389.45,,3.33,P 2,,,,,,,,,,21360.64,Kurang (30-60%)
