tahun,provinsi,kabupaten_kota,timbulan_harian_ton,timbulan_tahunan_ton,pengurangan_ton,pct_pengurangan,penanganan_ton,pct_penanganan,terkelola_ton,pct_terkelola,daur_ulang_ton,bahan_baku_ton,recycling_rate,periode,komposisi_makanan_pct,komposisi_kayu_pct,komposisi_kertas_pct,komposisi_plastik_pct,komposisi_logam_pct,komposisi_kain_pct,komposisi_karet_pct,komposisi_kaca_pct,komposisi_lainnya_pct,gap_tidak_tertangani_ton,kategori_pengelolaan
2023,Sumatera Utara,Kota Tebing Tinggi,126.39,46131.55,8.28,0.02,12601.21,27.32,12609.49,27.33,8.28,12601.21,27.33,P 2,,,,,,,,,,33522.86,Sangat Kurang (<30%)
2023,Sumatera Utara,Kota Padangsidimpuan,165.35,60353.44,0,0,7303.6,12.1,7303.6,12.1,0,7303.6,12.1,P 2,,,,,,,,,,53049.15,Sangat Kurang (<30%)
2023,Sumatera Barat,Kab. Pesisir Selatan,154.96,56558.72,44.93,0.08,19929.74,35.24,19974.67,35.32,44.9,6972.24,12.41,P 2,20.4,19.6,23,19,16,0.42,1.58,,,36585.73,Kurang (30-60%)
2023,Sumatera Barat,Kab. Solok,162.28,59233.95,91.46,0.15,14444.34,24.39,14535.79,24.54,91.25,7399.84,12.65,P 2,29,20,12,22,2,2,2,2,9,44696.41,Sangat Kurang (<30%)
2023,Sumatera Barat,Kab. Sijunjung,99.92,36471.2,261.48,0.72,7907.58,21.68,8169.05,22.4,259.52,7907.58,22.39,P 2,21.7,36,14.8,20,6.5,0.4,0.35,,0.25,28301.75,Sangat Kurang (<30%)
2023,Sumatera Barat,Kab. Tanah Datar,129.82,47382.56,1014.97,2.14,25065.31,52.9,26080.28,55.04,1014.88,8733.82,20.57,P 2,69.34,,8.63,6,2.24,1.57,,3.33,8.89,21304.02,Kurang (30-60%)
2023,Sumatera Barat,Kab. Padang Pariaman,218.06,79593.54,0.01,0,1.78,0,1.79,0,0,1.78,0,P 2,31.82,0.25,12.78,43.77,0.21,0.78,2.07,0.5,7.82,79590.11,Sangat Kurang (<30%)
2023,Sumatera Barat,Kab. Agam,219.63,80163.78,45.18,0.06,34631.08,43.2,34676.26,43.26,42.74,10424.28,13.06,P 2,70.44,4.02,6.08,8.15,1.9,0.28,0.1,0.55,8.48,45488.69,Kurang (30-60%)
2023,Sumatera Barat,Kab. Lima Puluh Kota,156.07,56964.67,24.84,0.04,17056.97,29.94,17081.82,29.99,24.84,10432.22,18.36,P 2,,,,,,,,,,39883.73,Sangat Kurang (<30%)
2023,Sumatera Barat,Kab. Pasaman,122.97,44884.05,0.05,0,28643.82,63.82,28643.87,63.82,0,11408.52,25.42,P 2,66.28,2.1,11.41,11.25,2.93,1.41,1.36,1.86,1.4,16240.18,Cukup (60-80%)
2023,Sumatera Barat,Kab. Dharmasraya,187.61,68476.63,571.32,0.83,1833.71,2.68,2405.02,3.51,0,1833.71,2.68,P 2,52,9,7,30,1,1,,,,66072.63,Sangat Kurang (<30%)
2023,Sumatera Barat,Kab. Solok Selatan,75.46,27542.75,3.73,0.01,6506.13,23.62,6509.86,23.64,0,6506.13,23.62,P 2,34.35,0.78,16.35,25.69,0.13,0.59,0.55,2.31,19.25,21033.04,Sangat Kurang (<30%)
2023,Sumatera Barat,Kota Padang,647.39,236296.62,1969.94,0.83,202071.79,85.52,204041.73,86.35,1952.75,27601.79,12.51,P 2,63,6.64,6,12.4,0.16,3,1.5,2.4,4.9,32255.62,Baik (>80%)
2023,Sumatera Barat,Kota Solok,55.79,20364.12,52.75,0.26,20075.22,98.58,20127.98,98.84,0,3746.22,18.4,P 2,45.73,11.12,16.88,20.72,1.78,0.35,0.14,0.81,2.47,235.37,Baik (>80%)
2023,Sumatera Barat,Kota Sawahlunto,18.98,6925.99,124.52,1.8,6388.85,92.24,6513.36,94.04,123.74,1322.65,20.88,P 2,,,,,,,,,,414.34,Baik (>80%)
2023,Sumatera Barat,Kota Padang Panjang,49.25,17975.23,99.28,0.55,887.67,4.94,986.95,5.49,57.78,887.67,5.26,P 2,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83,16989.3,Sangat Kurang (<30%)
2023,Sumatera Barat,Kota Bukittinggi,129.42,47238.48,2.34,0,42957.12,90.94,42959.46,90.94,2.34,6408.21,13.57,P 2,,,,,,,,,,4278.84,Baik (>80%)
2023,Sumatera Barat,Kota Payakumbuh,93.26,34041.59,5.95,0.02,32589.58,95.73,32595.53,95.75,0,5400.73,15.87,P 2,48.25,9.81,15.45,17.47,2.01,1.17,0.45,0.89,4.5,1444.37,Baik (>80%)
2023,Sumatera Barat,Kota Pariaman,39.79,14524.66,0,0,755.77,5.2,755.77,5.2,0,755.77,5.2,P 2,54.18,10.95,14.56,13.77,1.66,0.91,0.65,1.61,1.71,13767.58,Sangat Kurang (<30%)
2023,Riau,Kab. Indragiri Hulu,185.63,67755.68,228.55,0.34,70.58,0.1,299.13,0.44,0,70.58,0.1,P 2,30,15,5,20,5,5,5,5,10,67455.82,Sangat Kurang (<30%)
2023,Riau,Kab. Bengkalis,260.59,95114.96,614.15,0.65,71446.84,75.12,72060.99,75.76,241.27,8603.9,9.3,P 2,16.14,10.96,6.79,9.47,1.05,4.78,5.12,13.11,32.58,23054.36,Cukup (60-80%)
2023,Riau,Kab. Rokan Hulu,377.35,137732.69,0,0,16990.46,12.34,16990.46,12.34,0,6529.56,4.74,P 2,,,,,,,,,,120742.29,Sangat Kurang (<30%)
2023,Riau,Kab. Rokan Hilir,339.39,123878.45,41.8,0.03,21636.76,17.47,21678.56,17.5,0,2886.31,2.33,P 2,14,22,15,32,3,4,2,2,6,102198.79,Sangat Kurang (<30%)
2023,Riau,Kab. Siak,191.02,69722.3,37.2,0.05,30597.99,43.89,30635.19,43.94,0,8150.49,11.69,P 2,39,15,10,26,1,2,2,3,2,39087.11,Kurang (30-60%)
2023,Riau,Kab. Kuantan Singingi,140.71,51360.76,2.56,0,7076.03,13.78,7078.58,13.78,0,7076.03,13.78,P 2,,,,,,,,,,44280.57,Sangat Kurang (<30%)
2023,Riau,Kota Pekanbaru,1011.01,369019.82,0.89,0,15911.78,4.31,15912.67,4.31,0,15911.78,4.31,P 2,,,,,,,,,,353105.98,Sangat Kurang (<30%)
2023,Riau,Kota Dumai,170.16,62106.58,1.63,0,7056.18,11.36,7057.81,11.36,0,7056.18,11.36,P 2,48.97,7.5,5.3,8.95,2.27,3.72,2.5,2.79,18,55050.59,Sangat Kurang (<30%)
2023,Jambi,Kab. Bungo,161.68,59014.11,28.81,0.05,39301.64,66.6,39330.46,66.65,0,18021.37,30.54,P 2,60.5,4.1,14.1,5.9,1.8,1.5,5.15,1,5.95,19682.74,Cukup (60-80%)
2023,Jambi,Kab. Tebo,143.96,52546.28,0,0,1266.47,2.41,1266.47,2.41,0,1266.47,2.41,P 2,62.44,4.6,14.3,5.86,1.7,1.3,4.6,1,4.2,51278.93,Sangat Kurang (<30%)
2023,Jambi,Kota Jambi,443.56,161897.58,224.91,0.14,139269.02,86.02,139493.93,86.16,0,19547.56,12.07,P 2,36.65,21.31,9.44,18.99,2.06,10.82,0.3,0.28,0.14,22405.47,Baik (>80%)
2023,Jambi,Kota Sungai Penuh,50.43,18405.31,0.14,0,2354.98,12.8,2355.12,12.8,0,2354.98,12.8,P 2,40.54,13.09,11.29,17.89,3.08,2.6,2.16,2.25,,16051.83,Sangat Kurang (<30%)
2023,Sumatera Selatan,Kab. Ogan Komering Ulu,152,55478.83,410.36,0.74,11818.67,21.3,12229.03,22.04,408.8,11818.67,22.04,P 2,35,25,10,15,7,3,2,3,,43250.97,Sangat Kurang (<30%)
2023,Sumatera Selatan,Kab. Muara Enim,232.8,84971.42,49.06,0.06,48743.77,57.36,48792.83,57.42,48.18,18923.27,22.33,P 2,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,36179.17,Kurang (30-60%)
2023,Sumatera Selatan,Kab. Lahat,268.64,98053.34,0.66,0,33122.39,33.78,33123.05,33.78,0.66,8605.34,8.78,P 2,60,10.1,2,14,1.74,5.5,0.26,0.9,5.5,64930.55,Kurang (30-60%)
2023,Sumatera Selatan,Kab. Musi Banyuasin,253.25,92436.1,4680.28,5.06,28843.08,31.2,33523.36,36.27,11.68,17053.59,18.46,P 2,,,,,,,,,,58912.89,Kurang (30-60%)
2023,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,281.12,102609.82,66,0.06,48354.81,47.12,48420.82,47.19,0,1824.61,1.78,P 2,12,9,22,27,3,5,3,2,17,54187.98,Kurang (30-60%)
2023,Sumatera Selatan,Kab. Ogan Ilir,175.79,64162.47,0,0,0,0,0,0,0,0,0,P 2,53.63,0.76,5.75,21.63,0.82,1.94,1.82,1.99,11.66,64163.35,Sangat Kurang (<30%)
2023,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,104.89,38283.21,0,0,973.18,2.54,973.18,2.54,0,973.18,2.54,P 2,58.8,6.6,11.25,16.2,4.53,0.55,0.72,0.5,0.85,37311.67,Sangat Kurang (<30%)
2023,Sumatera Selatan,Kab. Musi Rawas Utara,77.8,28398.02,0,0,4624.55,16.28,4624.55,16.28,0,4624.55,16.28,P 2,42,6,11,16,5,5,8,4,3,23772.45,Sangat Kurang (<30%)
2023,Sumatera Selatan,Kota Pagar Alam,73.92,26980.07,0.96,0,0,0,0.96,0,0,0,0,P 2,48.98,6.4,6.47,20.38,2.2,4.27,2.7,1.2,7.4,26979.84,Sangat Kurang (<30%)
2023,Sumatera Selatan,Kota Prabumulih,99.74,36405.83,103.77,0.29,6271.39,17.23,6375.17,17.51,73,6271.39,17.43,P 2,53,3,14.8,25.2,1,0.25,0.25,2,0.5,30029.93,Sangat Kurang (<30%)
2023,Bengkulu,Kab. Rejang Lebong,198.54,72465.68,0,0,29506.3,40.72,29506.3,40.72,0,50.8,0.07,P 2,14,12,11,16,11,9,8,8,11,42960.8,Kurang (30-60%)
2023,Bengkulu,Kab. Bengkulu Utara,181.12,66108.44,23.54,0.04,19237.87,29.1,19261.41,29.14,21.9,9674.87,14.67,P 2,31.6,37.5,5.4,14.2,3.1,0.8,1.2,2.5,3.7,46847.39,Sangat Kurang (<30%)
2023,Bengkulu,Kab. Seluma,106.89,39013.94,0,0,0,0,0,0,0,0,0,P 2,76.5,5.4,6.9,5.6,2.3,2.1,0.3,0.4,0.5,39014.85,Sangat Kurang (<30%)
2023,Bengkulu,Kab. Lebong,83.61,30516.44,0,0,0,0,0,0,0,0,0,P 2,64.45,8.57,8.56,12.86,0.2,0.89,1.6,0.07,2.8,30517.65,Sangat Kurang (<30%)
2023,Bengkulu,Kab. Bengkulu Tengah,59.91,21866.06,0,0,286.53,1.31,286.53,1.31,0,286.53,1.31,P 2,,,,,,,,,,21580.62,Sangat Kurang (<30%)
2023,Bengkulu,Kota Bengkulu,273,99645.77,4191.97,4.21,6105.47,6.13,10297.44,10.33,0.37,3678.22,3.69,P 2,65,3,13,11,1,1,1,1,4,89347.56,Sangat Kurang (<30%)
2023,Lampung,Kab. Lampung Selatan,766.57,279799.58,0.14,0,135309.48,48.36,135309.62,48.36,0,23.4,0.01,P 2,65,1,11,14,3.5,1,1,2.5,1,144488.43,Kurang (30-60%)
2023,Lampung,Kab. Lampung Tengah,690,251850.93,56.94,0.02,27169.51,10.79,27226.45,10.81,0,27169.51,10.79,P 2,41,1,2,24,1,19,8,3,1,224623.55,Sangat Kurang (<30%)
2023,Lampung,Kab. Tulang Bawang,173.43,63300.93,0,0,0.15,0,0.15,0,0,0.15,0,P 2,,,,,,,,,,63301.8,Sangat Kurang (<30%)
2023,Lampung,Kab. Tanggamus,369.64,134920.35,0.62,0,5643.56,4.18,5644.18,4.18,0,5643.56,4.18,P 2,26.58,12.89,8.81,30.61,6.16,1.76,6.19,5.71,0.99,129274.42,Sangat Kurang (<30%)
2023,Lampung,Kab. Lampung Timur,568.72,207581.71,0,0,0,0,0,0,0,0,0,P 2,69.68,2.29,12.51,14.52,0.02,0.03,,0.05,0.9,207582.8,Sangat Kurang (<30%)
2023,Lampung,Kab. Way Kanan,193.55,70647.06,592.69,0.84,7909.17,11.2,8501.86,12.03,2.65,1243.02,1.76,P 2,,,,,,,,,,62143.89,Sangat Kurang (<30%)
2023,Lampung,Kab. Pesawaran,194.27,70907.97,88.08,0.12,20477.25,28.88,20565.33,29,0,767.25,1.08,P 2,31,16,9,16,15,3,2,0.2,7.8,50343.22,Sangat Kurang (<30%)
2023,Lampung,Kab. Pringsewu,163.37,59628.59,0.89,0,7335.96,12.3,7336.85,12.3,0,7335.96,12.3,P 2,50,13,5,20,1.75,3,1,0.25,6,52293.2,Sangat Kurang (<30%)
2023,Lampung,Kab. Tulang Bawang Barat,115.85,42284.52,36.5,0.09,14519.95,34.34,14556.45,34.42,36.5,1379.95,3.35,P 2,,,,,,,,,,27728.8,Kurang (30-60%)
2023,Lampung,Kab. Pesisir Barat,65.93,24063.14,0,0,21.66,0.09,21.66,0.09,0,21.66,0.09,P 2,42.5,19.18,9.5,21.1,0.57,2.03,0.89,1.19,3.04,24042.79,Sangat Kurang (<30%)
2023,Lampung,Kota Bandar Lampung,786.46,287058.27,656.45,0.23,10384.44,3.62,11040.89,3.85,0,10384.44,3.62,P 2,15.8,20.1,3,2.6,1.7,1.7,2.7,1.7,50.7,276017.01,Sangat Kurang (<30%)
2023,Lampung,Kota Metro,105.67,38568.31,316.32,0.82,7083.48,18.37,7399.8,19.19,0,7083.48,18.37,P 2,56.47,6.24,9.4,24.07,0.56,1.25,0.27,0.88,0.86,31169.75,Sangat Kurang (<30%)
2023,Kepulauan Bangka Belitung,Kab. Bangka,136.41,49790.53,111.6,0.22,2248.37,4.52,2359.97,4.74,97.4,2248.37,4.71,P 2,39.85,13.96,12.07,16.97,3.37,2.69,1.98,2.31,6.8,47429.68,Sangat Kurang (<30%)
2023,Kepulauan Bangka Belitung,Kab. Belitung,75.08,27405.95,1.36,0,19974.39,72.88,19975.75,72.89,0,4094.39,14.94,P 2,9.85,7.04,12.27,50.82,4.9,6.94,,,8.18,7428.45,Cukup (60-80%)
2023,Kepulauan Bangka Belitung,Kab. Bangka Selatan,84.14,30710.22,87.54,0.29,20480.1,66.69,20567.64,66.97,65.7,5880.1,19.36,P 2,,,,,,,,,,10143.46,Cukup (60-80%)
2023,Kepulauan Bangka Belitung,Kab. Bangka Tengah,83.85,30604.52,1.55,0.01,5569.16,18.2,5570.71,18.2,0,5569.16,18.2,P 2,41.9,8.5,3.8,14.3,3.9,4.9,,5.5,17.2,25034.54,Sangat Kurang (<30%)
2023,Kepulauan Bangka Belitung,Kab. Bangka Barat,83.92,30629.49,18.39,0.06,1353.95,4.42,1372.34,4.48,0,135.42,0.44,P 2,40,6,24,17,1.1,1.5,3.5,2.6,4.3,29258.46,Sangat Kurang (<30%)
2023,Kepulauan Bangka Belitung,Kab. Belitung Timur,52.52,19169.36,0,0,2013.92,10.51,2013.92,10.51,0,2013.92,10.51,P 2,57,,5,17,2,2,2,1,14,17155.88,Sangat Kurang (<30%)
2023,Kepulauan Riau,Kab. Bintan,55.92,20409.89,398.62,1.95,1466,7.18,1864.62,9.14,307.4,1466,8.69,P 2,41.76,10.12,13.2,21.65,2.8,2.1,1.06,3.31,4,18546.18,Sangat Kurang (<30%)
2023,Kepulauan Riau,Kab. Karimun,182.42,66583.3,2.34,0,10204.83,15.33,10207.17,15.33,0,10204.83,15.33,P 2,39.91,12.51,11.33,18.75,3.05,2.66,2.17,2.48,7.14,56376.13,Sangat Kurang (<30%)
2023,Kepulauan Riau,Kab. Natuna,34.87,12725.8,0,0,1790.4,14.07,1790.4,14.07,0,1790.4,14.07,P 2,,,,,,,,,,10937.15,Sangat Kurang (<30%)
2023,Kepulauan Riau,Kab. Kepulauan Anambas,13.36,4876.8,8.17,0.17,86.02,1.76,94.19,1.93,0,86.02,1.76,P 2,,,,,,,,,,4782.21,Sangat Kurang (<30%)
2023,Kepulauan Riau,Kota Batam,1159.05,423054.13,720.26,0.17,21287.65,5.03,22007.91,5.2,320.47,21287.65,5.11,P 2,,,,,,,,,,401045.34,Sangat Kurang (<30%)
2023,Kepulauan Riau,Kota Tanjung Pinang,152.65,55715.79,12.34,0.02,48673.93,87.36,48686.27,87.38,12.34,16114.11,28.94,P 2,59.05,0.22,9.72,28.11,0.32,0.1,1.05,1.43,,7030.98,Baik (>80%)
2023,DKI Jakarta,Kab. Adm. Kep. Seribu,18.18,6634.27,731.49,11.03,2839.35,42.8,3570.84,53.82,531.77,2839.35,50.81,P 2,,,,,,,,,,3064.86,Kurang (30-60%)
2023,DKI Jakarta,Kota Adm. Jakarta Pusat,852.72,311242.8,104.67,0.03,285994.64,91.89,286099.32,91.92,104.67,60679.96,19.53,P 2,,,,,,,,,,25143.48,Baik (>80%)
2023,DKI Jakarta,Kota Adm. Jakarta Utara,1382.36,504560.46,52.23,0.01,459597.69,91.09,459649.93,91.1,52.23,93539.19,18.55,P 2,,,,,,,,,,44911.47,Baik (>80%)
2023,DKI Jakarta,Kota Adm. Jakarta Barat,2049.69,748135.3,2133.84,0.29,688100.89,91.98,690234.72,92.26,1970.64,148849.88,20.16,P 2,,,,,,,,,,57902.13,Baik (>80%)
2023,DKI Jakarta,Kota Adm. Jakarta Selatan,1971.13,719463.79,126.43,0.02,686917.86,95.48,687044.29,95.49,126.43,163423.91,22.73,P 2,49.87,3.18,17.24,22.95,1.08,0.9,0.7,1.48,2.6,32418.16,Baik (>80%)
2023,DKI Jakarta,Kota Adm. Jakarta Timur,2333.19,851613.56,22799.42,2.68,805141.85,94.54,827941.27,97.22,21031.67,195591.85,25.44,P 2,,,,,,,,,,23673.08,Baik (>80%)
2023,Jawa Barat,Kab. Bogor,2813.51,1026931.33,4423.51,0.43,4875.58,0.47,9299.09,0.91,4423.51,3181.98,0.74,P 2,,,,,,,,,,1017632.06,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Cianjur,1267.5,462637.87,0,0,726.72,0.16,726.72,0.16,0,726.72,0.16,P 2,61.05,1.04,6.94,14.39,0.26,2.1,0.5,1.48,12.24,461910.78,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Bandung,1301.53,475058.82,27.38,0.01,224901.38,47.34,224928.75,47.35,27.38,184386.38,38.82,P 2,,,,,,,,,,250129.7,Kurang (30-60%)
2023,Jawa Barat,Kab. Garut,1121.82,409465.37,78.5,0.02,43221.59,10.56,43300.09,10.57,0,43221.59,10.56,P 2,59.3,,6.3,20.5,1,2.6,,3.4,6.9,366164.21,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Tasikmalaya,705.33,257444.19,0,0,148.56,0.06,148.56,0.06,0,148.56,0.06,P 2,12.01,41.75,6.15,15.89,0.37,2.94,1.99,2.14,16.76,257296.89,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Ciamis,499.11,182174.42,1604.4,0.88,142318.75,78.12,143923.15,79,0,103263.75,56.68,P 2,38,0.4,16,20,10,4,1,10.2,0.4,38252,Cukup (60-80%)
2023,Jawa Barat,Kab. Kuningan,599.41,218783.56,2072.76,0.95,4765.69,2.18,6838.45,3.13,0,4765.69,2.18,P 2,40,17,10,17,6,2,3,2,3,211946.2,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Cirebon,1274.64,465242.92,0,0,11230.91,2.41,11230.91,2.41,0,11230.91,2.41,P 2,,,,,,,,,,454012.69,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Sumedang,478.92,174806.09,377.27,0.22,8747.6,5,9124.86,5.22,366.83,8747.6,5.21,P 2,30,7.5,10.5,27.5,3,4.5,2.5,6.5,8,165680.94,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Indramayu,1124.95,410606.17,297.59,0.07,33184.11,8.08,33481.7,8.15,0,33158.56,8.08,P 2,27,6.4,25,35.8,1,1.8,0.8,0.7,1.5,377125.05,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Karawang,1254.92,458045.62,0,0,2702.57,0.59,2702.57,0.59,0,2702.57,0.59,P 2,43.8,,3,20,0.7,,,2.3,30.2,455343.23,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Bekasi,2219,809935,0,0,1746.44,0.22,1746.44,0.22,0,1746.44,0.22,P 2,,,,,,,,,,808188.56,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Bandung Barat,742.74,271099.81,0,0,9673.41,3.57,9673.41,3.57,0,9673.41,3.57,P 2,37,13,13,16,1,3,1,2,14,261426.69,Sangat Kurang (<30%)
2023,Jawa Barat,Kab. Pangandaran,176.07,64265.84,0,0,45.63,0.07,45.63,0.07,0,45.63,0.07,P 2,25,1.4,36.4,25.3,2.4,0.2,0.2,2.3,6.8,64219.92,Sangat Kurang (<30%)
2023,Jawa Barat,Kota Bogor,779.81,284631.6,57560.76,20.22,209433.17,73.58,266993.94,93.8,57560.14,9595.67,23.59,P 2,40,14,20,15,1,2.5,0.5,1,6,17636.71,Baik (>80%)
2023,Jawa Barat,Kota Sukabumi,184.41,67308.3,0,0,60560.21,89.97,60560.21,89.97,0,11285.21,16.77,P 2,40.02,14.4,15,17,3,3,2,2,3.58,6749.44,Baik (>80%)
2023,Jawa Barat,Kota Bandung,1609.77,587565.25,1188.55,0.2,86736.56,14.76,87925.12,14.96,1188.55,86736.56,14.96,P 2,44.52,3.98,13.12,16.7,0.9,4.75,2.38,1.97,11.68,499640.93,Sangat Kurang (<30%)
2023,Jawa Barat,Kota Cirebon,212.84,77685.26,10.04,0.01,8309.52,10.7,8319.57,10.71,0,8309.52,10.7,P 2,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97,69367.03,Sangat Kurang (<30%)
2023,Jawa Barat,Kota Bekasi,1747.34,637778.59,0,0,31607.51,4.96,31607.51,4.96,0,31607.51,4.96,P 2,65.2,7.2,4.2,15.6,0.2,6.3,0.5,0.5,0.3,606171.59,Sangat Kurang (<30%)
2023,Jawa Barat,Kota Depok,1265.79,462011.89,0,0,78346.16,16.96,78346.16,16.96,0,78346.16,16.96,P 2,65.11,,6.36,17.93,0.68,1.06,0.61,0.89,7.36,383667.19,Sangat Kurang (<30%)
2023,Jawa Barat,Kota Cimahi,230.21,84025.77,638.75,0.76,28086.6,33.43,28725.35,34.19,638.75,24436.6,29.84,P 2,,,,,,,,,,55301.3,Kurang (30-60%)
2023,Jawa Barat,Kota Tasikmalaya,323.17,117955.24,0,0,20379.01,17.28,20379.01,17.28,0,20379.01,17.28,P 2,48.7,,5.8,5.4,0.2,1.9,,6.3,31.6,97578.04,Sangat Kurang (<30%)
2023,Jawa Barat,Kota Banjar,86.64,31624.18,0,0,29601.93,93.61,29601.93,93.61,0,13158.68,41.61,P 2,,,,,,,,,,2021.67,Baik (>80%)
2023,Jawa Tengah,Kab. Cilacap,954.54,348406.57,2028.58,0.58,195913.78,56.23,197942.35,56.81,0,140920.1,40.45,P 2,57.67,1.71,9.71,16.42,1.33,1.25,,1.17,10.74,150464.75,Kurang (30-60%)
2023,Jawa Tengah,Kab. Banyumas,541.8,197758.42,0,0,0,0,,,,,,,36,6,6,30,9,5,3,5,,,Sangat Kurang (<30%)
2023,Jawa Tengah,Kab. Kebumen,483.19,176363.85,33217.72,18.83,89509.35,50.75,122727.07,69.59,31828,70383.35,57.95,P 2,,,,,,,,,,53637.28,Cukup (60-80%)
2023,Jawa Tengah,Kab. Purworejo,321.73,117432.91,0,0,56698.79,48.28,56698.79,48.28,0,27104.59,23.08,P 2,15.2,52.6,2.3,14.4,1.2,1.4,0.1,1.4,11.4,60732.66,Kurang (30-60%)
2023,Jawa Tengah,Kab. Wonosobo,363.87,132810.94,5792.43,4.36,54810.3,41.27,60602.73,45.63,5301.63,7360.3,9.53,P 2,68.93,1.5,12.57,10.11,3.5,0.6,0.31,1.14,1.34,72209.82,Kurang (30-60%)
2023,Jawa Tengah,Kab. Magelang,662.38,241767.97,10.08,0,75338.67,31.16,75348.75,31.17,0,41758.67,17.27,P 2,45.41,6.71,4.43,24.87,0.61,2.15,0.68,1.32,13.82,166419.95,Kurang (30-60%)
2023,Jawa Tengah,Kab. Boyolali,296.91,108373.66,19535.29,18.03,43922.29,40.53,63457.58,58.55,19535.28,12304.16,29.38,P 2,32.18,11.85,9.37,37.47,5.39,0.67,0.7,0.7,1.67,44914.57,Kurang (30-60%)
2023,Jawa Tengah,Kab. Klaten,649.45,237050.7,32418.21,13.68,85314.24,35.99,117732.45,49.67,14634.19,41671.19,23.75,P 2,60,5,5,20,0.5,5,3,0.5,1,119316.8,Kurang (30-60%)
2023,Jawa Tengah,Kab. Sukoharjo,364.7,133114.77,324.81,0.24,100144.17,75.23,100468.97,75.48,258.42,19249.21,14.65,P 2,52.55,0.42,13.33,23.79,0.89,1.19,0.33,1.03,6.47,32646.53,Cukup (60-80%)
2023,Jawa Tengah,Kab. Wonogiri,350.68,127999.02,46971.44,36.7,2813.51,2.2,49784.95,38.89,46971.12,2813.51,38.89,P 2,25,10,20,25,5,5,2.5,5,2.5,78213.25,Kurang (30-60%)
2023,Jawa Tengah,Kab. Karanganyar,380.31,138814.32,402.12,0.29,82.93,0.06,485.05,0.35,0,82.93,0.06,P 2,63,2,5,18,3,2,2,3,2,138328.1,Sangat Kurang (<30%)
2023,Jawa Tengah,Kab. Sragen,595.35,217301.22,133.23,0.06,126016.08,57.99,126149.3,58.05,133.23,54939.63,25.34,P 2,74.3,0.8,8.9,11.2,0.5,1.8,0.3,1.8,0.4,91153.45,Kurang (30-60%)
2023,Jawa Tengah,Kab. Grobogan,863.15,315050.32,979.25,0.31,169566.37,53.82,170545.62,54.13,0,135986.37,43.16,P 2,,,,,,,,,,144504.13,Kurang (30-60%)
2023,Jawa Tengah,Kab. Blora,387.49,141433.02,10725.6,7.58,121283.86,85.75,132009.46,93.34,0,19412.36,13.73,P 2,38,23,10,15,7,2,3,1.5,0.5,9424.39,Baik (>80%)
2023,Jawa Tengah,Kab. Rembang,254.16,92770.06,46.45,0.05,14252.46,15.36,14298.91,15.41,0,14252.46,15.36,P 2,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55,78469.49,Sangat Kurang (<30%)
2023,Jawa Tengah,Kab. Pati,687.93,251092.63,0,0,104012.1,41.42,104012.1,41.42,0,35684.1,14.21,P 2,30,5,20,25,5,5,2,5,3,147082.35,Kurang (30-60%)
2023,Jawa Tengah,Kab. Kudus,435.78,159061.34,45.95,0.03,98770.49,62.1,98816.44,62.12,0,56605.7,35.59,P 2,29.65,16.89,19.08,13.02,5.24,5.43,3.62,5.77,1.3,60243.26,Cukup (60-80%)
2023,Jawa Tengah,Kab. Jepara,423.48,154571.51,21.53,0.01,76554.81,49.53,76576.35,49.54,0,19775.42,12.79,P 2,53.31,0.96,8.79,23.36,0.69,2.44,0.94,1.16,8.35,77993.85,Kurang (30-60%)
2023,Jawa Tengah,Kab. Demak,733.93,267884.52,0,0,273.02,0.1,273.02,0.1,0,273.02,0.1,P 2,48.54,4.59,16.31,22.54,0.06,0.05,3.75,2.8,1.36,267611.43,Sangat Kurang (<30%)
2023,Jawa Tengah,Kab. Semarang,533.16,194601.94,0,0,26761.5,13.75,26761.5,13.75,0,26761.5,13.75,P 2,61.56,11.58,4.25,18.53,0.27,0.18,,0.38,3.25,167841.9,Sangat Kurang (<30%)
2023,Jawa Tengah,Kab. Temanggung,403.72,147357.8,30444.42,20.66,13283.62,9.01,43728.03,29.67,23017.29,13283.62,24.63,P 2,31.33,17.62,6.68,18.27,7.41,1.96,2.02,2.06,12.65,103629.77,Sangat Kurang (<30%)
